"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"NUGBPUS","198607","84.048","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198608","84.048","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198609","84.048","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198610","84.048","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198611","85.241","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198612","85.241","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198613","85.241","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198701","87.248","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198702","87.248","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198703","88.446","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198704","89.33","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198705","89.33","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198706","89.33","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198707","91.488","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198708","92.324","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198709","92.324","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198710","92.324","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198711","93.583","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198712","93.583","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198713","93.583","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198801","93.583","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198802","92.743","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198803","93.982","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198804","93.982","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198805","95.089","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198806","95.089","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198807","94.695","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198808","94.695","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198809","94.695","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198810","94.695","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198811","94.695","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198812","94.695","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198813","94.695","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198901","94.695","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198902","94.695","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198903","97.031","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198904","97.031","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198905","97.031","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198906","97.031","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198907","97.323","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198908","98.161","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198909","98.161","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198910","98.161","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198911","98.161","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198912","98.161","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","198913","98.161","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199001","98.161","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199002","98.161","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199003","99.311","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199004","100.461","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199005","100.461","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199006","100.461","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199007","100.497","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199008","100.497","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199009","99.624","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199010","99.624","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199011","99.624","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199012","99.624","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199013","99.624","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199101","99.624","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199102","99.624","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199103","99.624","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199104","99.624","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199105","99.624","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199106","99.624","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199107","99.589","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199108","99.589","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199109","99.589","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199110","99.589","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199111","99.589","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199112","99.589","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199113","99.589","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199201","99.589","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199202","99.421","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199203","99.421","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199204","99.421","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199205","99.421","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199206","99.421","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199207","99.421","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199208","99.421","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199209","99.421","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199210","99.421","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199211","99.421","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199212","98.985","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199213","98.985","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199301","97.881","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199302","97.881","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199303","97.881","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199304","99.031","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199305","99.031","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199306","99.031","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199307","99.031","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199308","99.031","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199309","99.031","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199310","99.094","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199311","99.094","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199312","99.041","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199313","99.041","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199401","99.041","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199402","99.041","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199403","99.041","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199404","99.041","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199405","99.041","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199406","99.041","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199407","99.041","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199408","99.041","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199409","99.041","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199410","99.041","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199411","99.041","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199412","99.148","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199413","99.148","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199501","99.148","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199502","99.148","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199503","99.148","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199504","99.148","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199505","99.148","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199506","99.148","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199507","99.515","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199508","99.515","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199509","99.515","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199510","99.515","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199511","99.515","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199512","99.515","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199513","99.515","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199601","99.515","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199602","100.908","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199603","100.908","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199604","100.908","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199605","100.908","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199606","100.908","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199607","100.908","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199608","100.908","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199609","100.908","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199610","100.908","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199611","100.908","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199612","100.784","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199613","100.784","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199701","100.784","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199702","100.784","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199703","100.784","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199704","100.784","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199705","100.784","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199706","100.784","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199707","100.784","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199708","99.716","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199709","99.716","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199710","99.716","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199711","99.716","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199712","99.716","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199713","99.716","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199801","99.716","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199802","99.716","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
"NUGBPUS","199803","99.716","2","Nuclear Generating Units, Net Summer Capacity","Million Kilowatts"
